index,Team,Points Scored,Points Allowed,Win/Loss,FG%,3p FG%,Ft%,Rebounds,Offensive Rebounds,Assists,Steals,Blocks,Turnovers:,Fastbreak Points,Points in Paint,Fouls
986,Warriors,129,127,W,45.2,35,86.1,49,15,22,9,7,7,17,48,27
987,Clippers,127,129,L,53.8,78.3,79.3,50,5,23,1,1,17,14,40,25
988,Trail Blazers,121,118,W,47.1,28.9,70.6,66,7,29,5,6,10,19,60,26
989,Mavericks,118,121,L,41.7,35.3,71.4,62,8,22,1,2,10,15,52,20
990,Lakers,99,107,L,49.3,33.3,68.2,48,6,27,6,8,16,25,50,16
991,Grizzlies,107,99,W,46.7,53.8,64.3,50,9,24,9,7,12,4,46,20
992,Knicks,95,109,L,36.1,27.6,81,64,15,17,4,3,14,7,44,25
993,Bucks,109,95,W,44.9,18.8,67.6,62,6,22,9,8,8,12,54,19
994,Rockets,113,109,W,45.4,31.8,64.7,63,17,18,9,4,20,13,54,25
995,Thunder,109,113,L,43.9,30,66.7,58,18,23,12,11,15,19,64,22
996,Celtics,121,114,W,41.7,34.1,85,62,13,21,8,4,9,23,50,21
997,76ers,114,121,L,41.3,37.5,79.3,64,9,25,6,4,19,15,30,21
998,Warriors,101,127,L,40.9,25,76.2,48,7,28,5,1,14,15,46,21
999,Lakers,127,101,W,55.3,39.4,74.1,57,6,27,5,3,12,18,58,20
1000,Jazz,117,96,W,55.4,44.8,52.2,61,9,20,7,10,17,8,58,19
1001,Trail Blazers,96,117,L,39.3,39.1,65.4,50,11,20,7,3,12,10,46,20
1002,Pistons,106,95,W,46.3,37.8,94.7,56,11,25,8,4,24,8,34,20
1003,Wizards,95,106,L,45.8,27.3,76.9,36,6,17,14,4,16,14,48,21
1004,Magic,120,122,L,45.8,38.9,81.8,52,11,20,11,2,17,8,44,18
1005,Suns,122,120,W,50.5,54.2,76.5,55,11,22,9,9,18,18,50,19
1006,Hawks,121,129,L,50.6,47.2,77.8,47,11,33,8,6,20,20,46,24
1007,Pacers,129,121,W,55.4,48.1,72.7,47,10,35,13,3,17,23,56,17
1008,Nets,134,132,W,49,40.4,72.2,63,10,31,8,7,17,10,48,26
1009,Hornets,132,134,L,44.3,48.4,76.7,61,12,26,8,3,14,10,48,20
1010,Heat,104,106,L,51.8,41.4,50,41,6,28,10,6,12,13,56,17
1011,Raptors,106,104,W,46.8,43.3,82.6,51,10,19,8,2,16,17,40,16
1012,Bulls,94,119,L,41.1,26.1,62.5,48,12,22,6,5,10,10,64,21
1013,Timberwolves,119,94,W,49.5,34.4,84.2,64,12,26,4,1,12,10,52,15
1014,Grizzlies,95,87,W,50,22.7,75,39,3,22,7,9,13,11,42,16
1015,Cavaliers,87,95,L,35.5,31,80,66,19,19,9,1,17,22,44,21
1016,Mavericks,122,119,W,48.1,34.3,84.2,53,8,23,3,13,12,17,46,25
1017,Pelicans,119,122,L,46.7,44.4,76.7,50,7,25,4,2,10,12,52,27
1018,Spurs,111,103,W,46.7,31.3,77.3,55,7,29,6,4,10,15,48,17
1019,Nuggets,103,111,L,38.9,45,65.2,61,11,29,10,3,13,15,28,17
1020,Clippers,127,118,W,50,42.9,82.6,57,14,23,7,6,15,15,66,20
1021,Kings,118,127,L,47.1,33.3,66.7,55,12,26,8,10,13,14,66,21
1022,Rockets,127,113,W,47.7,40,77.1,59,16,17,4,4,13,9,46,22
1023,Celtics,113,127,L,46.9,38.7,80.6,43,6,28,9,3,11,10,44,22
1024,Bucks,112,96,W,45.2,34.4,81,66,11,20,4,11,15,11,52,14
1025,Knicks,96,112,L,37.1,41.9,68.8,55,10,21,8,6,10,2,28,20
1026,Kings,117,116,W,44.6,34.5,81,55,16,25,10,5,15,22,60,20
1027,Lakers,116,117,L,51.1,40,69.6,55,9,25,7,5,18,20,62,19
1028,Jazz,97,114,L,38.4,31.4,74.1,57,12,19,11,1,16,0,38,19
1029,76ers,114,97,W,50,37.1,83.3,49,9,31,7,7,13,11,48,21
1030,Warriors,109,110,L,42.5,29.5,40,73,14,36,10,9,15,19,46,19
1031,Trail Blazers,110,109,W,36.2,32.5,91.3,66,11,20,7,4,15,10,38,18
1032,Hornets,100,87,W,41,33.3,70,61,12,19,4,8,9,6,54,22
1033,Nets,87,100,L,39.8,14.8,85,54,9,15,4,10,14,14,48,20
1034,Pacers,125,88,W,60.9,26.3,70,49,7,33,11,5,13,16,68,17
1035,Pistons,88,125,L,37.4,25,91.7,49,16,25,7,6,22,9,40,22
1036,Magic,116,87,W,47.3,34.6,86.4,69,11,29,3,8,15,10,52,20
1037,Raptors,87,116,L,29.5,35.3,79.2,55,14,18,4,10,11,10,26,21
1038,Wizards,92,101,L,40,30,83.3,50,8,22,7,6,13,9,44,18
1039,Bulls,101,92,W,46.8,36.4,76,52,7,20,9,6,10,6,48,18
1040,Heat,118,94,W,52.7,32.3,75,49,10,29,8,5,7,15,60,21
1041,Cavaliers,94,118,L,38.3,35.1,86.4,51,9,21,6,2,15,0,28,15
1042,Timberwolves,120,123,L,44.9,34.4,55.3,60,16,28,14,9,14,13,54,26
1043,Hawks,123,120,W,47,45.7,65,71,17,32,10,6,24,20,62,33
1044,Pelicans,114,112,W,45.8,17.4,81.5,59,20,22,7,4,11,13,70,28
1045,Mavericks,112,114,L,47.4,46.9,69.7,49,11,19,7,6,16,10,32,22
1046,Nuggets,102,99,W,45.9,34.5,82.4,59,16,29,5,4,20,5,48,20
1047,Spurs,99,102,L,44.9,29.6,55,48,12,23,14,3,10,8,54,19
1048,Suns,102,118,L,43.3,31,93.8,44,7,22,12,7,17,13,48,18
1049,Thunder,118,102,W,53.7,35,69.2,56,11,22,12,4,17,17,76,13
1050,Lakers,107,118,L,41.4,36.7,68.6,58,8,23,5,2,17,17,44,22
1051,Clippers,118,107,W,44,31.6,94.1,57,7,21,10,4,14,9,48,29
1052,Bucks,129,115,W,49,41.2,87.5,50,5,30,6,5,11,7,36,22
1053,Nets,115,129,L,48.1,42.9,68.6,53,5,28,6,3,15,13,34,17
1054,Wizards,130,126,W,51.6,35.1,87.5,49,9,35,8,6,12,8,64,18
1055,Hornets,126,130,L,52.2,41.9,79.2,47,10,22,9,4,16,17,60,29
1056,Pelicans,104,108,L,44.6,32.1,76.5,57,8,25,7,5,15,22,56,23
1057,Rockets,108,104,W,43.2,34.8,78.6,50,8,21,9,7,12,4,32,20
1058,Hawks,111,108,W,43.9,27,60,66,17,27,7,4,13,23,60,25
1059,Cavaliers,108,111,L,47.1,21.7,79.3,50,10,27,9,2,12,24,56,23
1060,Grizzlies,103,112,L,47.4,26.9,82.8,45,8,24,11,2,17,12,52,22
1061,Celtics,112,103,W,50,44.4,88.9,42,7,29,10,4,17,18,36,24
1062,Jazz,129,97,W,54.8,44.4,78.6,64,15,30,8,6,17,6,70,27
1063,Knicks,97,129,L,37.2,46.9,81.8,39,8,17,10,1,15,13,26,19
1064,Suns,118,122,L,53.8,37.9,64.3,39,12,29,15,5,13,28,72,21
1065,Nuggets,122,118,W,55.3,51.4,76.9,48,10,31,10,3,21,10,46,20
1066,Trail Blazers,105,115,L,42.9,29,81.8,55,11,18,6,4,13,9,48,17
1067,Warriors,115,105,W,50,48,82.1,46,5,27,9,4,12,29,34,18
1068,Clippers,111,122,L,43.9,45,78.9,48,7,22,9,2,18,16,42,25
1069,Spurs,122,111,W,50.6,26.1,90.3,52,8,27,10,4,16,26,48,25
1070,Magic,109,107,W,47.1,29.2,91.7,48,9,21,7,4,13,10,60,20
1071,Pistons,107,109,L,42.4,25.8,91.3,54,17,21,6,2,13,14,50,21
1072,Heat,104,113,L,41.1,33.3,78.6,67,17,19,8,6,20,8,58,28
1073,Timberwolves,113,104,W,40.4,33.3,80.6,55,17,24,11,10,11,10,50,22
1074,Raptors,95,89,W,37,27.3,90,59,17,17,5,8,12,13,40,15
1075,Bulls,89,95,L,41.3,35,88.9,50,7,16,7,2,18,2,44,16
1076,Mavericks,105,103,W,45.7,35.9,77.3,62,9,21,8,3,24,4,44,19
1077,Thunder,103,105,L,43,23.7,66.7,47,7,17,15,2,11,31,46,23
1078,Trail Blazers,129,95,W,59,54.5,76,64,7,28,2,2,21,11,62,22
1079,76ers,95,129,L,35.4,18.6,70.4,46,9,18,15,2,11,12,30,21
1080,Lakers,121,114,W,48,34.1,60,63,12,30,7,5,14,12,52,17
1081,Kings,114,121,L,48.4,38.2,75,48,9,24,8,5,14,27,58,23
1082,Pacers,116,108,W,50,45.8,72.4,49,8,29,13,6,11,27,52,18
1083,Hawks,108,116,L,43.2,40.6,68.4,61,21,24,8,5,17,15,54,23
1084,Hornets,125,100,W,49.4,45.8,90.9,50,6,29,8,1,8,18,50,16
1085,Magic,100,125,L,41.3,28.6,73.7,55,13,22,6,5,12,15,46,21
1086,Rockets,113,101,W,44.3,43.9,73.3,59,7,19,5,4,14,4,26,25
1087,Grizzlies,101,113,L,46.3,24,63.3,47,6,24,11,4,10,18,50,31
1088,Spurs,120,111,W,49.5,53.8,88.9,49,8,27,6,4,11,14,48,17
1089,Celtics,111,120,L,48.9,32.4,70,50,9,30,5,8,12,21,48,17
1090,Pelicans,123,114,W,51.7,56,90.5,53,11,28,3,2,15,24,50,21
1091,Timberwolves,114,123,L,46.2,32.1,82.6,45,12,29,10,9,7,19,58,18
1092,Thunder,122,102,W,44.7,25,68.6,59,11,22,13,3,10,26,56,30
1093,Mavericks,102,122,L,41.9,36.8,76.5,60,5,21,7,3,29,12,28,29
1094,Suns,109,132,L,43.5,34.6,86.7,46,7,20,7,3,14,12,50,29
1095,Warriors,132,109,W,54.8,50,81.3,50,7,31,7,8,15,21,50,24
1096,Raptors,122,116,W,54.9,35,71.4,55,5,18,4,6,10,23,56,21
1097,Jazz,116,122,L,43.3,28.1,79.3,53,12,23,6,4,4,17,58,27
1098,Bucks,121,98,W,59.5,37,65.4,51,5,28,7,6,13,20,66,19
1099,Pistons,98,121,L,38,36.4,76.2,52,14,23,7,2,14,6,34,26
1100,Nuggets,115,108,W,46.3,35.3,65.2,68,16,36,7,6,9,5,52,19
1101,Knicks,108,115,L,45.2,40.7,72.2,47,15,28,4,3,9,7,50,21
1102,Kings,108,113,L,38.3,33.3,75,66,14,24,13,4,13,30,44,23
1103,Trail Blazers,113,108,W,43.3,28.1,86.7,63,10,22,11,10,19,10,40,19
1104,Clippers,113,119,L,46.2,20,70.6,49,12,18,12,0,13,12,60,29
1105,76ers,119,113,W,48.3,46.2,69.7,65,17,25,7,7,21,18,48,28
1106,Hornets,84,122,L,35.6,18.8,73.7,51,12,23,4,3,14,6,44,20
1107,Mavericks,122,84,W,46.3,40,88.9,65,12,31,9,4,12,10,48,14
1108,Cavaliers,92,117,L,45.3,41.9,84.6,32,2,23,8,3,13,10,26,16
1109,Heat,117,92,W,51.2,51.6,76.5,57,13,29,8,3,13,4,44,13
1110,Wizards,114,98,W,46.7,37.9,73.9,56,10,29,10,2,10,19,54,20
1111,Hawks,98,114,L,42.1,32.3,61.5,59,13,26,5,6,14,9,60,19
1112,Nets,126,121,W,50.5,51.6,76.2,51,12,27,7,5,10,11,48,23
1113,Pelicans,121,126,L,52.9,43.5,70.4,49,10,19,7,5,12,19,56,20
1114,Celtics,115,102,W,59.2,40,86.7,40,3,34,10,9,16,23,52,21
1115,Timberwolves,102,115,L,47.6,30.4,71.4,43,8,24,7,2,15,10,50,16
1116,Bulls,84,112,L,41.9,35,62.5,41,5,18,8,0,11,9,50,17
1117,Magic,112,84,W,57.9,42.3,72.2,49,4,31,5,9,13,7,48,10
1118,Grizzlies,94,101,L,46.2,22.2,85.7,49,8,21,2,5,12,16,54,22
1119,Pistons,101,94,W,43.4,40,59.1,52,7,23,7,3,10,4,36,17
1120,Suns,127,132,L,45.3,32.4,83.3,49,13,22,10,3,15,19,54,34
1121,76ers,132,127,W,54.1,45.8,75.9,56,8,27,9,3,18,10,48,30
1122,Lakers,100,107,L,41.6,25.9,59.4,64,8,24,8,9,17,27,54,26
1123,Thunder,107,100,W,38.1,22.6,64.5,77,17,22,8,5,11,18,54,24
1124,Spurs,125,107,W,55.3,48.1,90,49,8,32,7,0,13,27,48,19
1125,Raptors,107,125,L,44.8,20,79.3,45,9,21,9,6,10,17,48,23
1126,Kings,113,117,L,50,41.9,66.7,39,7,25,5,3,8,19,52,23
1127,Nuggets,117,113,W,46.1,35.9,70,68,16,24,3,3,14,7,48,20
1128,Warriors,134,135,L,52,37.8,93.3,55,9,33,8,6,15,28,60,19
1129,Rockets,135,134,W,45.5,38.9,85.7,53,13,30,8,5,11,23,44,20
1130,Celtics,114,93,W,43.8,46.7,81.8,58,14,35,12,4,13,16,36,16
1131,Mavericks,93,114,L,38.6,25,73.7,57,11,16,9,2,14,14,44,13
1132,Cavaliers,91,117,L,39,52.4,94.1,43,7,14,6,1,13,5,38,21
1133,Jazz,117,91,W,51.2,40,86.4,51,8,28,6,9,11,12,48,19
1134,Heat,115,109,W,48.4,31,72,62,11,28,7,6,17,6,62,18
1135,Wizards,109,115,L,42.9,27.8,78.9,52,10,24,8,2,12,10,46,18
1136,Bulls,116,119,L,51.6,42.9,76.9,49,8,30,10,2,18,7,60,23
1137,Pacers,119,116,W,52.7,32.1,70.6,47,9,25,7,3,13,18,70,17
1138,Grizzlies,100,109,L,45.2,20.8,73.3,47,8,23,9,5,14,19,58,24
1139,Nets,109,100,W,45.6,38.2,92.3,53,8,25,6,2,20,13,40,19
1140,Timberwolves,120,103,W,51.6,34.6,73.9,63,10,29,6,2,11,14,62,20
1141,Magic,103,120,L,47.7,33.3,52.6,42,5,28,7,7,11,14,50,20
1142,Bucks,144,112,W,55,35,71.4,67,12,36,11,8,14,34,74,26
1143,Hawks,112,144,L,43.5,34.1,68.6,45,5,26,11,3,21,19,40,23
1144,Suns,111,121,L,53.2,47.4,74.1,36,7,24,13,9,17,19,56,26
1145,Clippers,121,111,W,51.2,41.7,78.1,55,16,31,12,7,20,20,56,27
1146,Lakers,112,119,L,43.9,29.7,75,62,12,23,4,7,17,20,60,27
1147,Knicks,119,112,W,37.4,29.7,82.9,67,13,20,12,4,6,38,46,20
1148,Trail Blazers,109,111,L,43.2,29,85.7,57,11,30,6,5,12,8,54,17
1149,Thunder,111,109,W,42.6,32,88.5,57,11,18,9,6,11,18,46,21
1150,Nuggets,123,110,W,46.1,35.9,75,53,17,30,10,6,8,12,64,19
1151,Hornets,110,123,L,47.6,37.9,80.8,55,12,22,7,4,17,10,48,18
1152,Pistons,105,110,L,47.6,44,80,48,5,18,7,2,18,7,46,23
1153,Jazz,110,105,W,47.6,33.3,78.1,49,7,24,12,6,12,10,56,23
1154,76ers,106,100,W,47,23.1,66.7,57,8,31,7,5,10,12,62,20
1155,Mavericks,100,106,L,43.2,29,65.2,56,9,27,4,3,15,9,52,23
1156,Cavaliers,98,133,L,40.9,36.4,77.8,44,10,22,12,3,20,4,40,23
1157,Pelicans,133,98,W,58,51.9,86.2,50,10,29,13,7,15,20,48,18
1158,Bucks,116,123,L,49.4,37.8,81.5,46,4,29,9,2,16,18,44,20
1159,Raptors,123,116,W,51.2,45.2,80.6,46,4,28,9,6,11,22,34,22
1160,Spurs,108,88,W,49.3,31.8,82.9,50,3,26,10,3,17,8,42,19
1161,Grizzlies,88,108,L,37.8,39.3,78.9,48,8,21,12,3,21,10,30,29
1162,Trail Blazers,110,101,W,45.7,32.1,75,59,17,27,7,2,9,14,54,11
1163,Rockets,101,110,L,46.4,34.2,83.3,44,10,13,6,5,12,7,44,22
1164,Kings,123,127,L,47.4,55.6,78.6,50,14,34,12,0,8,32,38,18
1165,Warriors,127,123,W,50.5,44.7,85.7,52,12,29,5,8,14,15,40,16
1166,Bulls,100,117,L,46.6,38.9,73.3,51,11,20,6,4,14,10,62,15
1167,Nets,117,100,W,50.6,34.8,77.3,46,6,29,6,3,10,14,46,16
1168,Timberwolves,108,86,W,46.1,34.4,71.4,57,8,24,10,9,14,21,52,27
1169,Lakers,86,108,L,36.8,22.7,60.7,63,12,20,6,4,21,10,42,20
1170,Clippers,106,96,W,43,36.4,78.3,59,11,20,5,5,8,18,52,21
1171,Magic,96,106,L,37.1,29,72.4,63,13,24,6,7,12,15,38,18
1172,Hawks,106,82,W,47.3,41.7,76.9,67,14,25,7,2,17,21,64,22
1173,Heat,82,106,L,35.6,14.7,55.6,52,12,23,11,7,14,10,50,17
1174,Thunder,98,116,L,43.2,40,63.2,52,7,22,8,3,15,12,50,17
1175,Wizards,116,98,W,43.6,27,81.8,66,16,25,8,8,9,8,56,16
1176,Raptors,121,105,W,51.8,51.5,94.1,45,8,30,9,4,15,18,40,21
1177,Pacers,105,121,L,45.7,23.5,75,53,12,24,8,4,14,12,56,19
1178,Suns,113,119,L,51.8,40,89.5,41,3,23,8,4,15,18,46,25
1179,Hornets,119,113,W,48.4,28,70.6,58,14,22,9,1,15,9,64,21
1180,Pistons,107,119,L,49.4,28.1,82.4,44,9,22,5,2,13,11,58,22
